zone_id,time_key,total_review_count,unique_restaurant_count,halal_related_review_count,explicit_halal_review_count,implicit_halal_review_count,not_related_review_count,halal_related_share,explicit_halal_share,implicit_halal_share,not_related_share,implicit_to_explicit_ratio,overall_positive_rate,overall_negative_rate,halal_positive_rate,halal_negative_rate,non_halal_positive_rate,non_halal_negative_rate,avg_rating,avg_confidence,dominant_subtype,subtype_gap
bk-bayridge-benson,2007,1,1,1,1,0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,street_food,0.0
bk-bayridge-benson,2009,3,2,3,3,0,0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,2.6666666666666665,1.0,street_food,0.23570226039551584
bk-bayridge-benson,2011,2,1,2,2,0,0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,3.0,1.0,street_food,0.0
bk-bayridge-benson,2013,1,1,1,1,0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,street_food,0.0
bk-bayridge-benson,2014,2,1,2,2,0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,american_comfort,0.0
bk-bayridge-benson,2015,1,1,1,1,0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,other,0.0
bk-bayridge-benson,2016,2,2,2,2,0,0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,2.5,1.0,other,0.0
bk-bayridge-benson,2017,6,4,5,4,1,1,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.6666666666666666,0.0,0.6,0.0,1.0,0.0,4.0,0.7999999999999999,other,0.23094010767585027
bk-bayridge-benson,2018,8,5,7,6,1,1,0.875,0.75,0.125,0.125,0.16666666666666666,0.625,0.125,0.5714285714285714,0.14285714285714285,1.0,0.0,4.125,0.9,street_food,0.1367753011080483
bk-bayridge-benson,2019,17,11,5,5,0,12,0.29411764705882354,0.29411764705882354,0.0,0.7058823529411765,0.0,0.4117647058823529,0.35294117647058826,0.0,0.6,0.5833333333333334,0.25,3.411764705882353,0.8529411764705883,other,0.42426406871192857
bk-bayridge-benson,2020,13,9,4,2,2,9,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.6923076923076923,1.0,0.6153846153846154,0.3076923076923077,0.75,0.0,0.5555555555555556,0.4444444444444444,3.3846153846153846,0.8076923076923077,middle_eastern,0.14433756729740643
bk-bayridge-benson,2021,14,9,5,3,2,9,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.6428571428571429,0.6666666666666666,0.35714285714285715,0.2857142857142857,0.0,0.6,0.5555555555555556,0.1111111111111111,3.4285714285714284,0.7714285714285715,other,0.11547005383792516
bk-bayridge-benson,2022,24,16,8,8,0,16,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.625,0.2916666666666667,0.75,0.125,0.5625,0.375,3.8333333333333335,0.8583333333333333,middle_eastern,0.19094065395649332
bk-bayridge-benson,2023,26,16,16,13,3,10,0.6153846153846154,0.5,0.11538461538461539,0.38461538461538464,0.23076923076923078,0.6923076923076923,0.15384615384615385,0.8125,0.0,0.5,0.4,4.076923076923077,0.9461538461538462,other,0.11636866703140786
bk-bayridge-benson,2024,61,39,32,27,5,29,0.5245901639344263,0.4426229508196721,0.08196721311475409,0.47540983606557374,0.18518518518518517,0.7049180327868853,0.16393442622950818,0.78125,0.125,0.6206896551724138,0.20689655172413793,4.098360655737705,0.8950819672131146,middle_eastern,0.14330017179372506
bk-bayridge-benson,2025,153,52,75,55,20,78,0.49019607843137253,0.35947712418300654,0.13071895424836602,0.5098039215686274,0.36363636363636365,0.673202614379085,0.1503267973856209,0.7733333333333333,0.08,0.5769230769230769,0.21794871794871795,4.091503267973856,0.869281045751634,middle_eastern,0.16370705543744898
bk-bayridge-benson,2026,86,36,44,35,9,42,0.5116279069767442,0.4069767441860465,0.10465116279069768,0.4883720930232558,0.2571428571428571,0.6744186046511628,0.16279069767441862,0.6363636363636364,0.1590909090909091,0.7142857142857143,0.16666666666666666,4.116279069767442,0.9011627906976746,middle_eastern,0.14010031824929492
bk-bushwick-ridgewood,2008,1,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.9,other,0.0
bk-bushwick-ridgewood,2009,1,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9,other,0.0
bk-bushwick-ridgewood,2010,1,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9,other,0.0
bk-bushwick-ridgewood,2014,2,2,0,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8500000000000001,other,0.0
bk-bushwick-ridgewood,2015,7,2,0,0,0,7,0.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.42857142857142855,0.5714285714285714,2.4285714285714284,0.7999999999999999,other,0.0
bk-bushwick-ridgewood,2016,3,3,1,1,0,2,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.9,street_food,0.0
bk-bushwick-ridgewood,2017,3,2,1,1,0,2,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,0.0,0.5,0.0,5.0,0.9333333333333332,street_food,0.0
